Age,Gender,Income,Education,Marital_Status,Employment_Years,Loan_Amount,Loan_Term,Credit_Score,Existing_Loans,Property_Type,Monthly_Debt,Approved_Flag
58,Male,91617,Graduate,Married,11,436825,60,402,0,None,1394,P4
41,Male,54607,Graduate,Single,4,47994,48,545,5,Own,3317,P4
45,Female,158772,Graduate,Married,23,105112,48,519,4,Rent,4669,P3
22,Male,134154,Not Graduate,Married,15,175792,48,847,1,Rent,4550,P2
55,Female,125406,Not Graduate,Married,27,401383,12,357,2,None,4402,P4
64,Female,54216,Not Graduate,Single,4,298170,60,763,4,Rent,2647,P4
42,Female,42238,Not Graduate,Single,22,97948,48,426,4,Own,3034,P4
45,Male,42231,Not Graduate,Married,18,16694,12,470,2,Own,3627,P4
43,Female,24507,Graduate,Married,20,495271,24,567,1,Own,1598,P4
24,Female,194436,Graduate,Single,9,73163,24,837,0,Own,2506,P1
48,Male,86193,Graduate,Married,21,21218,24,429,5,Own,2340,P4
53,Female,138483,Graduate,Married,7,206249,48,489,4,Rent,4003,P4
62,Female,196804,Not Graduate,Married,23,278833,36,663,5,Rent,2856,P3
62,Female,188562,Graduate,Single,13,133022,24,669,4,Own,2227,P2
43,Female,77705,Graduate,Single,14,88168,48,502,1,Rent,2700,P4
64,Male,108180,Not Graduate,Married,18,47846,24,372,1,None,860,P4
44,Female,103347,Graduate,Married,2,206948,12,734,1,Rent,1279,P3
49,Female,26012,Graduate,Married,11,476161,60,796,2,Rent,4004,P4
48,Male,158293,Graduate,Married,6,78233,24,631,5,Rent,652,P3
65,Female,123387,Not Graduate,Married,29,288534,24,780,4,Rent,3413,P3
54,Male,86861,Graduate,Married,13,100943,48,439,2,Rent,4539,P4
26,Female,120499,Graduate,Married,0,338487,48,776,4,None,3418,P3
24,Female,152382,Graduate,Married,0,35185,12,745,5,Own,3204,P2
39,Male,22695,Not Graduate,Married,28,105606,12,797,2,Own,3587,P4
44,Male,136289,Graduate,Married,4,8961,60,813,5,Rent,725,P2
51,Male,175024,Graduate,Single,0,325974,36,490,0,Own,685,P3
42,Female,150753,Not Graduate,Married,6,361057,36,366,1,Own,4950,P4
44,Male,131595,Not Graduate,Single,6,89912,36,712,1,Own,2134,P3
62,Female,36298,Graduate,Single,2,229463,36,668,1,Rent,2056,P4
36,Male,154045,Graduate,Single,30,150139,48,656,1,Rent,792,P2
43,Female,155121,Graduate,Married,1,27568,12,647,2,None,3665,P2
46,Female,108906,Not Graduate,Married,22,23449,24,322,4,Own,170,P4
42,Male,124879,Graduate,Single,25,469790,60,669,3,Rent,883,P3
64,Female,131313,Not Graduate,Married,19,325453,12,566,2,Own,1122,P3
64,Female,41802,Not Graduate,Married,4,334477,60,317,2,Own,4664,P4
44,Male,66344,Not Graduate,Married,22,151196,36,771,1,Rent,4751,P3
41,Male,162615,Graduate,Single,10,135815,12,315,4,Own,396,P4
47,Female,195277,Not Graduate,Single,12,398393,36,428,4,Rent,697,P4
29,Male,68617,Not Graduate,Married,7,222154,48,462,3,Rent,4780,P4
40,Male,92130,Not Graduate,Single,24,55537,24,731,4,Rent,3172,P3
30,Female,184753,Graduate,Single,17,247187,48,344,4,Rent,3636,P4
27,Female,49218,Not Graduate,Married,4,263196,12,511,4,None,2838,P4
25,Male,67013,Not Graduate,Married,12,287114,12,501,0,Own,1136,P4
47,Male,30064,Not Graduate,Married,24,270760,48,528,0,None,3652,P4
21,Male,62258,Not Graduate,Single,29,429438,36,780,2,Own,904,P3
50,Female,134511,Graduate,Single,29,125947,48,479,0,Rent,145,P3
40,Male,82680,Graduate,Single,4,297001,60,495,0,None,4186,P4
37,Female,197009,Not Graduate,Single,26,444416,60,525,0,Own,1899,P3
55,Female,180480,Not Graduate,Married,17,489470,36,516,0,None,199,P3
45,Female,181243,Not Graduate,Single,22,482666,36,825,1,Rent,2172,P2
54,Female,150747,Graduate,Single,11,364771,60,447,1,None,571,P4
52,Female,146379,Graduate,Single,20,57803,60,362,4,Own,2355,P3
22,Male,111740,Not Graduate,Married,8,494317,12,532,5,Rent,3364,P4
30,Male,198308,Not Graduate,Married,16,20959,36,346,1,Own,1690,P3
46,Male,37165,Graduate,Married,6,277621,60,739,2,Own,386,P3
64,Female,150109,Graduate,Married,12,226121,12,791,3,Rent,4452,P2
27,Female,45246,Not Graduate,Married,12,340833,60,757,1,Rent,2706,P4
25,Male,81065,Graduate,Single,26,392465,48,743,1,Rent,115,P3
63,Male,66011,Graduate,Single,19,370260,12,532,4,Rent,2870,P4
64,Female,128219,Graduate,Married,20,117278,48,684,2,Rent,4619,P2
28,Female,161698,Graduate,Married,8,378600,36,518,4,Rent,89,P4
39,Male,34358,Graduate,Married,13,380114,24,770,0,Own,3934,P4
49,Female,128298,Not Graduate,Single,14,17092,48,407,2,Rent,1886,P4
29,Female,59903,Not Graduate,Single,24,320473,48,377,1,Rent,3538,P4
35,Female,33859,Not Graduate,Married,5,68099,60,837,1,Own,142,P3
38,Male,95157,Not Graduate,Married,1,283203,36,498,2,Rent,4535,P4
49,Female,124628,Graduate,Married,15,117722,12,471,1,Own,4835,P3
34,Female,56327,Graduate,Married,25,182401,60,668,4,Rent,2750,P4
39,Female,90165,Graduate,Married,22,139390,24,488,1,Own,1076,P3
34,Male,191631,Graduate,Married,25,431764,48,711,5,Rent,756,P2
55,Female,82416,Not Graduate,Married,12,453158,48,536,2,Rent,3449,P4
27,Female,199208,Graduate,Married,7,400154,12,731,3,None,3968,P2
31,Male,170160,Not Graduate,Married,20,362689,36,344,1,Rent,3369,P4
32,Female,86768,Graduate,Single,1,184845,12,700,5,None,2467,P4
61,Male,123826,Graduate,Married,27,75924,48,481,3,Rent,3861,P3
63,Female,147661,Graduate,Married,22,286277,48,533,4,Own,3687,P3
43,Female,103636,Graduate,Single,15,216046,36,812,5,Own,1676,P2
28,Female,93399,Not Graduate,Married,6,144787,24,565,5,Own,3884,P4
55,Male,79352,Not Graduate,Single,7,125345,60,341,1,Own,922,P4
43,Male,45111,Graduate,Married,30,84660,12,552,1,Rent,4102,P4
59,Female,24487,Not Graduate,Single,0,415783,12,432,1,Own,2653,P4
37,Male,80647,Not Graduate,Married,0,164074,24,561,3,None,3736,P4
65,Female,163233,Graduate,Married,10,459310,60,419,5,Own,3472,P4
57,Female,62007,Graduate,Married,7,336517,60,654,4,Own,479,P4
31,Female,52354,Graduate,Single,20,86323,36,429,3,Rent,3777,P4
53,Female,79054,Graduate,Single,1,35964,60,556,2,None,3920,P3
33,Male,127801,Not Graduate,Single,24,211202,60,825,4,None,244,P2
36,Female,58704,Graduate,Married,24,45376,36,651,2,None,1129,P3
32,Male,59671,Graduate,Single,7,476655,12,690,5,None,3764,P4
51,Female,40222,Not Graduate,Married,17,454085,60,725,3,Own,1804,P4
32,Female,79798,Graduate,Married,20,330259,48,806,3,Rent,562,P3
49,Female,59137,Not Graduate,Married,26,149995,12,788,4,Own,4273,P3
47,Male,169617,Graduate,Married,22,434708,60,772,4,None,2623,P2
54,Female,183037,Graduate,Single,29,325297,24,487,2,Own,1971,P3
65,Female,86691,Graduate,Married,3,182058,48,644,2,Rent,2777,P3
21,Female,35339,Graduate,Married,18,440542,24,750,2,Own,1999,P4
65,Female,35741,Graduate,Single,23,108802,12,608,5,None,635,P4
25,Female,78456,Not Graduate,Single,7,286061,36,370,0,Own,2809,P4
44,Female,103424,Not Graduate,Married,6,347196,36,580,4,None,4820,P4
36,Female,115121,Not Graduate,Single,2,454398,60,419,5,None,4759,P4
49,Female,74744,Graduate,Married,30,73026,12,679,0,Own,3190,P2
53,Female,83812,Not Graduate,Single,26,147390,60,773,3,Rent,813,P2
59,Male,71063,Graduate,Married,3,420752,12,686,3,Own,1119,P4
39,Male,113169,Not Graduate,Married,7,252310,60,603,2,Rent,1577,P4
62,Male,145442,Not Graduate,Single,14,378645,48,630,0,Own,254,P3
35,Female,27815,Not Graduate,Married,27,387897,24,596,4,Rent,700,P4
30,Female,106168,Graduate,Single,25,155929,60,547,3,Own,3875,P3
38,Male,136743,Not Graduate,Married,27,169057,24,425,4,Rent,2145,P4
44,Male,141060,Not Graduate,Married,25,251862,48,672,0,Rent,4207,P3
51,Female,121426,Graduate,Single,19,18821,12,492,5,Own,308,P3
58,Male,114526,Not Graduate,Married,9,400601,12,386,3,Own,453,P4
31,Male,142574,Graduate,Single,18,62157,24,740,2,Own,3449,P2
34,Male,88107,Graduate,Single,15,467781,24,603,2,Own,1287,P4
63,Female,122106,Not Graduate,Married,29,390499,24,586,5,None,1130,P4
40,Male,77503,Not Graduate,Married,13,179319,24,586,3,Own,3212,P3
31,Male,98823,Graduate,Married,23,40779,48,342,3,Rent,4566,P4
65,Female,42335,Graduate,Married,5,396046,12,594,3,None,2095,P4
41,Male,83025,Graduate,Married,21,227021,48,599,1,Own,3813,P3
65,Male,45574,Graduate,Married,14,101261,60,581,1,Rent,1712,P4
62,Female,60758,Graduate,Single,13,217643,60,303,4,None,4196,P4
61,Female,95503,Graduate,Married,23,452253,12,713,1,Rent,2122,P3
47,Male,110012,Not Graduate,Single,15,345798,60,638,0,Own,758,P3
56,Male,189559,Graduate,Married,1,344694,12,717,2,Rent,2527,P2
64,Male,24689,Graduate,Married,12,259709,12,577,0,None,1462,P4
33,Female,181742,Graduate,Married,29,80606,48,481,3,Rent,923,P3
22,Female,79083,Graduate,Married,29,475053,48,759,3,Rent,919,P3
35,Male,150350,Graduate,Single,19,371216,12,493,5,Rent,1940,P4
49,Female,142017,Graduate,Married,19,260016,36,549,3,Rent,49,P3
45,Female,194753,Graduate,Single,8,363409,36,309,2,Own,349,P3
24,Male,39569,Graduate,Single,24,184617,48,389,3,None,2948,P4
46,Male,194094,Not Graduate,Married,18,372437,36,362,3,Own,30,P4
28,Female,31320,Not Graduate,Single,1,484133,48,533,4,None,3861,P4
43,Female,177916,Graduate,Single,29,175714,12,444,5,Own,4876,P3
46,Female,137392,Graduate,Married,26,9151,60,483,0,Rent,918,P2
49,Male,106745,Graduate,Single,2,371201,36,721,4,None,274,P3
39,Male,91599,Graduate,Married,12,426769,48,676,4,Rent,1052,P4
39,Male,36847,Not Graduate,Single,23,414153,36,739,1,Own,217,P3
51,Male,164329,Not Graduate,Married,22,487670,24,749,2,Rent,1346,P3
54,Male,151031,Graduate,Single,5,176829,48,436,2,Own,4450,P4
57,Male,188716,Graduate,Single,1,459438,24,639,2,Own,4099,P2
36,Female,151476,Graduate,Single,30,107939,24,779,5,Rent,4881,P2
40,Female,192268,Graduate,Single,27,295632,36,467,1,None,4059,P3
35,Female,179626,Not Graduate,Married,22,444501,24,507,2,None,4223,P3
44,Female,96607,Graduate,Single,20,458132,60,592,3,Rent,2961,P4
26,Male,146670,Graduate,Married,21,312244,48,739,1,Rent,697,P2
40,Female,67579,Graduate,Married,14,275311,24,381,4,Own,3844,P4
29,Male,163142,Graduate,Married,21,232892,12,557,3,Own,3198,P3
44,Female,129551,Graduate,Single,9,434435,24,433,1,Rent,4811,P4
59,Female,99259,Graduate,Single,2,440474,12,692,1,Rent,3485,P3
65,Male,133075,Graduate,Married,9,123590,24,433,0,Rent,2728,P3
41,Female,69893,Graduate,Single,9,72322,24,496,3,Own,3859,P4
23,Female,132022,Not Graduate,Single,9,407900,48,490,4,Own,3281,P4
31,Male,105466,Graduate,Married,14,406240,12,338,5,Own,564,P4
25,Male,77920,Graduate,Married,4,54392,12,668,3,Rent,3057,P3
55,Female,195596,Not Graduate,Single,12,247957,12,439,5,Own,1954,P4
65,Male,31475,Graduate,Single,14,255716,60,570,5,Rent,813,P4
45,Female,156386,Not Graduate,Married,5,26049,60,684,3,Rent,1380,P2
28,Male,57801,Not Graduate,Married,14,333704,24,733,2,Own,4174,P4
21,Female,60053,Graduate,Married,20,486444,36,805,5,Own,3273,P3
64,Male,47795,Graduate,Married,12,109704,24,369,3,Rent,290,P4
35,Male,38433,Not Graduate,Married,0,390143,36,646,4,Own,1718,P4
26,Female,42302,Graduate,Married,21,45068,36,480,1,Rent,3428,P4
28,Male,169882,Graduate,Married,17,111304,24,723,5,None,2544,P2
32,Female,186731,Not Graduate,Single,13,284770,48,514,2,Own,3881,P3
50,Male,125260,Graduate,Married,0,462230,12,307,5,Own,3132,P4
61,Male,22492,Not Graduate,Married,2,443286,48,771,2,Rent,185,P4
33,Female,175610,Not Graduate,Married,2,467996,48,718,5,Rent,4329,P4
51,Male,128334,Not Graduate,Single,26,493843,12,482,4,None,2852,P4
23,Male,113757,Not Graduate,Married,9,401231,48,760,1,Own,4605,P3
21,Female,190546,Not Graduate,Married,13,184867,48,526,0,None,1101,P3
23,Female,93763,Graduate,Married,21,67949,60,527,0,Rent,3467,P3
62,Female,84809,Not Graduate,Single,20,411997,60,465,2,Own,146,P4
47,Female,160368,Not Graduate,Married,1,97258,12,572,0,Rent,782,P3
57,Female,114878,Not Graduate,Married,28,262720,12,847,3,Rent,4415,P3
21,Female,149039,Not Graduate,Single,8,378247,12,328,3,Own,4445,P4
22,Female,145241,Not Graduate,Single,23,22143,36,626,4,Own,4772,P2
59,Male,171100,Graduate,Married,25,457334,48,396,5,Own,1022,P4
25,Female,77090,Not Graduate,Married,16,155160,48,368,4,Rent,4461,P4
27,Male,32965,Graduate,Single,5,111434,24,331,5,Own,265,P4
44,Female,105977,Graduate,Single,16,189060,24,450,3,Own,2003,P4
48,Male,136560,Graduate,Single,7,233110,12,702,5,Own,2186,P2
31,Female,167079,Not Graduate,Single,26,229966,24,705,4,Rent,3963,P3
41,Female,68070,Not Graduate,Single,23,81623,24,740,4,None,3423,P3
51,Female,154164,Graduate,Single,25,98723,24,380,2,Own,1795,P3
40,Female,169796,Graduate,Married,25,241614,12,359,3,None,746,P4
38,Male,165521,Graduate,Single,5,117103,24,841,5,Rent,1826,P2
24,Male,165453,Graduate,Single,0,323052,60,807,2,None,1497,P2
41,Male,197722,Graduate,Married,19,450070,24,685,3,Rent,3351,P2
57,Female,139007,Not Graduate,Married,19,14184,60,762,3,Rent,400,P2
49,Female,86659,Graduate,Married,26,22883,12,743,1,Rent,2056,P2
61,Male,98567,Graduate,Single,19,323249,48,617,0,Rent,3091,P3
26,Male,154477,Graduate,Single,24,19153,12,562,4,None,3232,P2
21,Male,62576,Graduate,Married,10,321676,24,839,4,None,3541,P4
45,Female,128501,Not Graduate,Single,3,247725,60,672,3,Rent,1431,P3
29,Male,123092,Graduate,Married,1,230229,48,786,3,Rent,2598,P2
47,Female,139989,Graduate,Married,13,305242,36,414,0,Rent,492,P4
61,Female,95829,Not Graduate,Married,0,448225,48,422,1,Rent,2222,P4
36,Male,153178,Graduate,Single,16,68105,48,646,4,Rent,4911,P3
45,Male,32857,Not Graduate,Married,12,71735,48,825,3,Rent,4239,P4
51,Female,154952,Not Graduate,Married,7,349837,36,641,1,Own,3113,P3
27,Male,166140,Not Graduate,Married,18,30399,36,544,3,None,2096,P3
61,Female,179435,Not Graduate,Single,21,217301,12,313,0,Own,4504,P4
30,Female,186103,Graduate,Single,1,250436,60,385,4,Own,2209,P4
57,Female,82878,Graduate,Single,14,198899,36,427,0,Own,3817,P4
50,Female,28349,Graduate,Single,29,268852,24,410,5,Own,2887,P4
27,Female,137627,Graduate,Married,9,61173,12,686,1,Rent,106,P2
53,Male,36239,Graduate,Married,24,137011,48,676,1,Own,3519,P4
29,Male,70452,Graduate,Single,10,7507,48,509,5,Own,4467,P4
47,Male,146446,Graduate,Married,8,481006,60,844,4,Own,3885,P2
64,Female,127022,Graduate,Married,26,416826,60,516,2,Own,3074,P3
63,Female,129196,Not Graduate,Married,11,130595,60,545,1,None,204,P3
60,Male,155212,Graduate,Single,26,22987,48,589,0,Rent,116,P2
43,Male,49650,Graduate,Married,20,138730,60,615,2,Own,4256,P4
46,Female,162380,Graduate,Married,25,478252,12,405,3,Rent,2375,P4
34,Male,125577,Not Graduate,Single,25,406439,24,465,2,Rent,2257,P4
62,Female,95622,Graduate,Married,28,331231,36,679,5,Rent,3205,P3
42,Female,103459,Not Graduate,Married,17,461798,48,765,4,Own,4530,P4
55,Male,111570,Graduate,Single,29,92426,24,533,1,Rent,2184,P3
37,Male,119065,Graduate,Single,1,270389,24,363,5,Own,2682,P4
54,Male,80093,Not Graduate,Married,15,397983,60,769,2,Own,2794,P3
31,Female,60146,Graduate,Married,12,14431,48,620,0,None,2379,P3
54,Male,50426,Graduate,Married,2,220335,48,540,5,Rent,3283,P4
23,Male,81327,Graduate,Married,27,180940,12,623,4,Own,977,P3
25,Female,66893,Graduate,Single,24,92524,36,753,2,Own,1865,P2
36,Male,112905,Graduate,Single,23,115850,36,300,5,Rent,2348,P4
42,Female,184185,Graduate,Married,19,484222,48,498,5,Own,2597,P3
53,Male,39457,Graduate,Single,18,257954,60,818,5,Own,2465,P4
37,Male,75614,Not Graduate,Married,11,45398,24,465,5,Own,2092,P4
21,Male,28847,Graduate,Married,21,342873,60,836,1,Own,4473,P3
35,Male,195457,Graduate,Single,30,297612,48,455,3,Rent,4004,P3
40,Male,146138,Not Graduate,Married,7,199256,36,557,1,Own,4436,P3
45,Female,63466,Graduate,Married,10,201530,60,338,4,Rent,2974,P4
49,Male,94564,Not Graduate,Single,3,270993,12,699,2,Own,2432,P3
32,Female,150153,Graduate,Married,28,464762,48,431,5,None,2154,P4
48,Female,192390,Not Graduate,Married,16,381131,24,767,5,Rent,4338,P2
49,Female,123303,Not Graduate,Married,18,203240,48,371,1,Own,3329,P4
55,Female,68764,Graduate,Married,8,126843,12,364,1,Own,4272,P4
44,Male,145437,Not Graduate,Married,1,58809,48,558,0,Rent,4250,P3
57,Male,143435,Not Graduate,Married,24,102004,12,346,3,Rent,4742,P4
30,Female,135913,Not Graduate,Married,26,73034,24,481,2,Own,2726,P3
53,Female,28274,Graduate,Married,10,403790,60,679,5,Own,1808,P4
23,Male,147215,Graduate,Single,23,290018,48,578,4,Rent,4543,P3
25,Female,23532,Graduate,Single,17,23326,36,608,2,Own,1061,P3
59,Female,182999,Not Graduate,Single,19,463471,24,349,3,Own,1615,P4
42,Female,178753,Graduate,Single,5,79545,12,674,3,Own,4720,P2
48,Male,121425,Graduate,Single,19,324497,12,350,5,Rent,3570,P4
48,Male,136292,Not Graduate,Married,4,11116,48,615,5,Own,2924,P3
52,Male,32212,Graduate,Married,6,296473,24,735,2,Own,2652,P4
32,Male,177397,Not Graduate,Married,11,279916,12,700,2,Own,2333,P2
29,Male,68748,Graduate,Married,6,454893,36,494,4,Rent,4482,P4
22,Male,67179,Not Graduate,Single,28,302043,24,385,1,Rent,2057,P4
59,Male,147480,Graduate,Married,0,247149,60,757,0,Rent,2397,P2
31,Male,189000,Graduate,Single,28,267860,24,418,1,Rent,423,P3
46,Male,108933,Graduate,Married,4,318493,24,573,1,Rent,573,P3
41,Male,111353,Graduate,Married,26,210063,12,430,3,Rent,1020,P4
28,Male,118739,Graduate,Married,10,358357,12,316,4,None,1498,P4
39,Female,72405,Graduate,Married,28,266869,36,529,0,None,1458,P3
24,Female,127385,Not Graduate,Married,16,484754,24,603,0,Own,3334,P3
28,Female,192978,Graduate,Single,15,100999,48,718,0,Rent,2757,P2
27,Female,88873,Graduate,Married,4,365965,60,699,5,Own,21,P4
58,Male,159156,Graduate,Single,13,413990,36,758,1,Own,2584,P2
46,Female,159301,Graduate,Single,17,360480,24,748,3,Own,410,P2
62,Male,173150,Not Graduate,Married,30,490483,60,521,3,Rent,2714,P4
40,Female,150237,Graduate,Single,8,219855,60,487,1,None,250,P4
30,Male,185861,Not Graduate,Married,2,272608,60,631,5,Rent,382,P3
48,Male,148574,Not Graduate,Married,7,81209,60,564,0,Rent,4131,P3
62,Male,195709,Not Graduate,Married,7,190306,60,462,3,Own,48,P3
44,Male,148756,Not Graduate,Married,29,84040,48,317,2,None,4863,P4
21,Female,170644,Graduate,Married,4,396933,60,562,4,Own,2316,P3
34,Female,180265,Not Graduate,Married,30,392182,24,558,1,None,4131,P3
62,Male,197013,Not Graduate,Single,3,100570,60,818,5,Own,967,P1
44,Male,127171,Not Graduate,Married,25,402439,12,747,4,Own,2334,P3
63,Female,147841,Graduate,Single,12,163783,60,448,4,Rent,4459,P4
43,Female,194073,Graduate,Married,1,366215,24,360,2,Own,385,P4
21,Female,88443,Not Graduate,Married,19,470291,24,734,3,Own,2154,P3
60,Female,41454,Graduate,Married,22,415560,48,568,1,Rent,614,P4
55,Female,179170,Not Graduate,Married,25,97215,12,323,0,Rent,1760,P3
53,Female,133753,Graduate,Married,5,94230,60,715,4,Own,4854,P2
64,Female,97127,Graduate,Single,19,60497,48,490,2,Rent,2720,P3
29,Male,149047,Graduate,Married,17,421773,12,394,2,Rent,1669,P4
61,Female,25877,Graduate,Married,13,275445,60,662,1,Own,3143,P4
31,Male,105900,Graduate,Single,27,82154,12,732,3,Rent,1408,P2
64,Male,67785,Not Graduate,Single,13,295772,60,727,3,Rent,409,P3
29,Female,71877,Not Graduate,Single,11,267301,60,451,4,None,2826,P4
45,Male,194478,Not Graduate,Married,16,300589,48,626,5,Rent,3707,P4
56,Female,119007,Not Graduate,Single,28,319186,48,556,5,Rent,893,P4
24,Female,45277,Not Graduate,Married,26,86416,60,778,1,Rent,688,P2
24,Male,85654,Graduate,Single,21,196680,60,404,1,Rent,2989,P4
59,Male,63677,Not Graduate,Married,2,361967,48,752,0,Rent,1934,P4
23,Female,183643,Not Graduate,Married,9,455004,12,490,3,Rent,4678,P4
48,Female,72429,Not Graduate,Single,0,124929,48,640,4,Own,1784,P4
63,Female,84222,Graduate,Single,2,287697,24,576,1,None,1961,P4
48,Male,80148,Not Graduate,Single,25,474311,12,491,5,Rent,2846,P4
42,Female,51627,Graduate,Married,25,302589,12,427,2,Rent,4890,P4
39,Male,160433,Graduate,Single,3,117839,36,500,4,Rent,3448,P3
49,Male,123750,Not Graduate,Married,14,293994,60,634,1,Own,3331,P3
46,Male,98656,Not Graduate,Married,8,13569,12,638,0,Rent,4004,P3
43,Male,91279,Graduate,Married,2,247105,12,643,3,Rent,4080,P4
27,Female,140003,Graduate,Married,11,286083,12,661,3,Own,2636,P2
50,Female,37261,Not Graduate,Married,3,32960,12,328,2,Own,1432,P4
54,Male,187719,Graduate,Single,22,105409,36,517,2,Rent,777,P2
52,Female,121672,Graduate,Married,29,494434,60,473,3,Rent,2836,P4
24,Male,60978,Not Graduate,Single,13,316144,12,519,3,Rent,3480,P4
52,Female,116812,Not Graduate,Single,7,231946,60,510,0,Own,1831,P3
53,Male,173370,Graduate,Married,15,118460,60,397,4,Rent,2394,P4
29,Male,51175,Graduate,Single,29,66455,12,831,1,Own,2227,P2
59,Female,114293,Graduate,Married,4,216902,36,300,4,Rent,2945,P4
44,Female,127575,Graduate,Single,21,275048,60,628,2,Rent,4094,P3
42,Female,165807,Not Graduate,Married,2,93859,48,554,1,Rent,2218,P3
53,Female,122125,Not Graduate,Married,9,401432,12,687,1,None,2596,P4
43,Male,152554,Graduate,Married,13,217262,12,757,5,Own,2081,P2
45,Male,159251,Graduate,Single,11,32635,36,657,4,Rent,1509,P2
35,Female,180404,Graduate,Married,5,72577,60,722,1,Rent,3507,P2
62,Female,85082,Graduate,Single,24,431504,60,450,3,Rent,3084,P4
64,Male,146697,Graduate,Married,20,172297,36,847,0,Rent,2621,P1
26,Male,64776,Graduate,Single,13,189569,36,348,5,None,1474,P4
53,Female,171974,Not Graduate,Married,12,103471,36,668,4,Rent,4339,P3
22,Male,191220,Graduate,Married,2,404863,36,380,4,Own,4024,P4
37,Male,72958,Not Graduate,Married,20,408971,48,428,2,Own,3717,P4
64,Female,121019,Graduate,Married,7,125024,24,754,0,None,4078,P2
28,Male,168021,Not Graduate,Single,9,366031,36,673,2,Own,2382,P3
37,Male,24885,Not Graduate,Single,26,228901,48,649,3,Rent,3140,P4
30,Female,146904,Graduate,Married,19,87575,36,756,1,None,1071,P2
53,Male,167728,Graduate,Married,21,398966,60,453,2,Rent,3915,P3
41,Female,176821,Not Graduate,Married,8,46037,48,653,0,Own,87,P2
47,Female,55416,Graduate,Single,15,437811,48,411,3,Rent,2543,P4
63,Male,156290,Graduate,Single,0,17743,60,565,1,Own,1027,P2
44,Female,161487,Graduate,Single,7,164886,36,523,5,None,2978,P4
54,Female,20513,Not Graduate,Single,24,117202,24,640,4,Rent,1406,P4
25,Male,146929,Graduate,Married,14,121472,36,335,3,Rent,4822,P4
30,Female,132720,Graduate,Married,19,242688,60,314,1,Own,590,P4
63,Male,194387,Graduate,Single,24,377077,60,317,4,Own,4112,P4
59,Male,27741,Not Graduate,Married,29,202942,24,446,5,Rent,3346,P4
50,Female,193805,Graduate,Married,2,260349,36,617,3,Rent,4980,P3
38,Female,122856,Not Graduate,Married,18,485892,24,386,4,Rent,1630,P4
29,Female,69394,Not Graduate,Single,30,251438,12,846,5,None,3525,P3
59,Female,89746,Graduate,Single,6,397162,24,527,5,Own,151,P4
56,Female,157961,Graduate,Single,26,195479,12,467,0,Own,3385,P2
31,Male,199289,Not Graduate,Married,17,43702,24,792,5,Rent,2184,P2
47,Male,77034,Not Graduate,Married,9,131659,12,396,4,Rent,3632,P4
48,Female,197069,Graduate,Married,24,83671,24,403,4,Rent,3922,P3
42,Female,133256,Graduate,Single,26,454023,48,509,1,Own,2433,P3
62,Male,54562,Graduate,Married,4,18166,60,339,2,Own,1699,P4
26,Male,127594,Graduate,Single,21,412082,60,675,5,Rent,3565,P3
32,Female,164318,Graduate,Married,29,73422,36,728,5,None,4512,P2
25,Male,29817,Graduate,Single,20,79488,36,494,0,None,1797,P4
52,Male,34204,Graduate,Single,16,267062,60,778,2,Rent,4264,P3
49,Female,20932,Not Graduate,Married,4,45128,36,304,3,Rent,2219,P4
65,Male,122667,Not Graduate,Single,13,42985,12,592,0,Rent,4447,P3
45,Female,30397,Not Graduate,Married,28,388946,60,702,1,Rent,3245,P4
27,Female,187779,Not Graduate,Single,24,34634,48,507,3,Own,3339,P3
41,Female,43029,Not Graduate,Single,13,300614,48,821,3,Own,3441,P4
24,Female,32890,Graduate,Married,9,63490,12,537,0,None,4033,P4
51,Female,66377,Not Graduate,Married,24,47373,36,805,2,None,4307,P3
51,Female,157374,Graduate,Single,29,336360,36,663,3,Rent,1945,P2
59,Male,183252,Graduate,Single,9,199146,60,427,5,Own,3730,P3
36,Female,65180,Not Graduate,Single,25,14582,24,758,5,Rent,3466,P3
34,Female,113354,Not Graduate,Single,9,342351,24,316,1,Own,2958,P4
24,Male,159277,Graduate,Married,25,484965,48,404,4,Own,1119,P4
39,Male,163441,Not Graduate,Married,29,282716,12,729,3,Rent,2327,P2
42,Male,47525,Graduate,Married,20,193489,48,797,1,Rent,1023,P3
54,Male,170896,Graduate,Married,15,422693,12,513,3,Own,683,P3
54,Male,176110,Graduate,Married,9,171611,24,662,0,Rent,4719,P2
27,Female,152290,Graduate,Single,1,308460,36,684,0,Rent,3620,P3
33,Male,114905,Not Graduate,Married,1,240032,12,706,2,Own,2744,P3
44,Male,90449,Graduate,Married,25,364518,12,799,1,Own,2209,P2
36,Male,180093,Graduate,Single,20,261342,36,347,0,Rent,358,P3
22,Male,175495,Not Graduate,Single,7,243488,48,406,0,None,1755,P4
59,Female,113280,Graduate,Single,17,212907,24,806,3,None,986,P2
53,Male,153569,Graduate,Married,27,151450,24,600,0,Own,2691,P2
44,Female,91981,Graduate,Single,20,245731,48,591,4,Rent,2307,P3
35,Male,153768,Graduate,Married,28,35043,60,522,0,None,4817,P2
58,Male,36078,Graduate,Married,3,173168,36,499,3,Own,4230,P4
22,Female,182284,Not Graduate,Single,2,42844,36,434,0,Rent,3005,P4
41,Male,112799,Not Graduate,Married,20,164393,60,519,3,Rent,4480,P4
57,Female,127760,Graduate,Single,18,179050,12,340,0,Rent,1647,P4
63,Female,54090,Graduate,Married,21,18521,60,461,2,Own,567,P3
